0.001,100,0.1403887310530731735713771968221408315002918243408203125,0.149879984164861979056837526513845659792423248291015625,0.05235951486068179949739942458108998835086822509765625
0.005,100,0.164809453832565233621920697260065935552120208740234375,0.1678406995258534539772199423168785870075225830078125,0.08389670439260170364814683807708206586539745330810546875
0.01,100,0.165316344744160959034928737310110591351985931396484375,0.15870683395465878806618320595589466392993927001953125,0.11237177173866881585428956213945639319717884063720703125
0.05,100,0.162208489966334357124111420489498414099216461181640625,0.10420328843860449108404964135843329131603240966796875,0.300560147732390203767494085695943795144557952880859375
0.1,100,0.15286064567027324301307089626789093017578125,0.064386492740801937184613734643789939582347869873046875,0.459350355909074192783947410134715028107166290283203125
0.5,100,-289823665136889539613443427153618031112056196405119404458709018105477103912500664631704944640,-314038900219273883048018942498712117821789429908593720190170078534639106890449778774491791360,-95738981354219147448208859867791095761034635969111414006818381543223856578399368578001272832
1,100,-107294830371956544777989605841181445396167803271759244297141190269764415748994911016133040792111466117277419629271259992293376,-116259486654783930861919596755670325994887497629235268579352984573681010284514376790683286369859982497129141272588248575639552,-35443267752248737003553885419618416618577406762894121578873187699965015628238186662766882127763439038852976484371767553425408
5,100,-63661169735741838335937391815001550673094814182591543511435411419310929885151025692602617179352502434538005417441008537627179110734259557116434144751813676905962156851710900641425699296595650019328,-68980163234918119057026208397504892339276141518322389424291859944635584433076298069791340650415203379263057803989835006528797902907079921422055190352243993281918614174789143483681259452021740666880,-21029530281591203585715951753457967618450541936607165062007371907564187399514368729672769525007159878163890139354006556743721783312024900541201734604521438590602073324861101299246367924861538402304
10,100,-136713818668513504630281413182452240698873535695223376908946771522322207423023721571986884552782278293580243998028099128378514332277516159021806116466428505465534225070199310214453265981680683283016919593862322251368471650631680,-148136478914373250671445746969093748923899514358629642256691994081592820892774642054238512337855357021603542364733496817213332109832245643347143353939329897090249118349484360968388901234803615258895203905558169695798202598424576,-45161397466237925487788511809812876823195704381729175319471896233295483086231842363010610931517917470596548014455194296061856555807001869159442761065618190085758360887544231052515242316103540947096236928621526682008635259748352
0.1,1129,0.128619758476461509832944329900783486664295196533203125,0.001408418851767958938914215849536049063317477703094482421875,0.73942419732441166946301791540463455021381378173828125
